,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
296,SPARK FINANCE LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK FINANCE LIMITED,2025-06-30,,Submitted,FY24/25,"['Financial-Markets-Conduct-Climate-Statements-Spark-Finance-Limited-Exemption-Notice-2024.pdf', 'Spark Finance Limited notice regarding climate reporting exemption (2).pdf']",2,0,Telecom,Normal companies
297,SPARK NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SPARK NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,['Annual Report.pdf'],1,0,Telecom,Normal companies
298,SPARK NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,"['Climate-related Disclosures Report.pdf', 'Final-telecommunications-sector-climate-scenarios-July-2024.pdf']",2,0,Telecom,Normal companies
299,STEEL & TUBE HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STEEL & TUBE HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,['Steel & Tube 2025 Climate Related Disclosures Final (Signed).pdf'],1,0,Constructions,Normal companies
300,STEEL & TUBE HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,STEEL & TUBE HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,['Steel & Tube 2024 Climate Related Disclosure_Digital Signatures.pdf'],1,0,Constructions,Normal companies
301,STRIDE INVESTMENT MANAGEMENT LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,STRIDE INVESTMENT MANAGEMENT LIMITED,2024-03-31,,Submitted,FY23/24,['SPG Sustainability Report and Climate Statements FY24.pdf'],1,0,Finance - Other,Normal companies
302,STRIDE INVESTMENT MANAGEMENT LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,STRIDE INVESTMENT MANAGEMENT LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Finance - Other,Normal companies
303,STRIDE INVESTMENT MANAGEMENT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STRIDE INVESTMENT MANAGEMENT LIMITED,2025-03-31,,Submitted,FY24/25,['Stride Property Group - FY25 Sustainability Report and Climate-Related Disclosures.pdf'],1,0,Finance - Other,Normal companies
304,STRIDE PROPERTY LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,STRIDE PROPERTY LIMITED,2024-03-31,,Submitted,FY23/24,['SPG Sustainability Report and Climate Statements FY24.pdf'],1,0,Real Estates,Normal companies
305,STRIDE PROPERTY LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,STRIDE PROPERTY LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Real Estates,Normal companies
306,STRIDE PROPERTY LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STRIDE PROPERTY LIMITED,2025-03-31,,Submitted,FY24/25,['Stride Property Group - FY25 Sustainability Report and Climate-Related Disclosures.pdf'],1,0,Real Estates,Normal companies
307,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SUMMERSET GROUP HOLDINGS LIMITED,2024-12-31,,Submitted,FY24/25,['Sustainability Review and Climate-related Disclosures FY24.pdf'],1,0,Retirement Village,Normal companies
308,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SUMMERSET GROUP HOLDINGS LIMITED,2023-12-31,1.0,Submitted,FY23/24,['Sustainability Review & Climate Related Disclosures - FY23.pdf'],1,0,Retirement Village,Normal companies
309,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SUMMERSET GROUP HOLDINGS LIMITED,2025-12-31,,Submitted,FY25/26,['2026-2-27 Sustainability Review and Climate related Disclosures FY25.pdf'],1,0,Retirement Village,Normal companies
310,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2024-12-31,,Submitted,FY24/25,"['Swiss Re Group -sustainability-report-2024 en.pdf', 'Swiss Re NZ CRD redport 2024_SIGNED.pdf']",2,0,Finance - Insurance,Normal companies
311,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2023-12-31,1.0,Submitted,FY23/24,['SRLHA NZ CRD Statement_signed.pdf'],1,0,Finance - Insurance,Normal companies
312,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2025-12-31,,Submitted,FY25/26,"['NZ_Climate Related Disclosure Report_2025.pdf', 'Swiss Re Group 2025-annual-report.pdf']",2,0,Finance - Insurance,Normal companies
313,SYNLAIT MILK LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SYNLAIT MILK LIMITED,2024-07-31,,Submitted,FY24/25,['Synlait_Integrated Climate Report FY24_201224_Digital v2.pdf'],1,0,Agriculture,Normal companies
314,SYNLAIT MILK LIMITED,31-07-2025 - Due by 30-11-2025,Normal companies,,Have records but not submitted,2025,SYNLAIT MILK LIMITED,2025-07-31,,Not yet submitted,FY25/26,[],0,1,Agriculture,Normal companies
315,T&G GLOBAL LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,T&G GLOBAL LIMITED,2024-12-31,,Submitted,FY24/25,['TG_CRD_31Dec24.pdf'],1,0,Agriculture,Normal companies
316,T&G GLOBAL LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,T&G GLOBAL LIMITED,2023-12-31,,Submitted,FY23/24,['TGG_ClimateRelatedDisclosure.pdf'],1,0,Agriculture,Normal companies
317,T&G GLOBAL LIMITED,31-12-2025 - Due by 30-04-2026,Normal companies,,Have records but not submitted,2025,T&G GLOBAL LIMITED,2025-12-31,,Not yet submitted,FY25/26,[],0,1,Agriculture,Normal companies
318,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,2024-03-31,,Submitted,FY23/24,['TEMIT NZ Climate Disclosures Exemption Notice.pdf'],1,0,Finance - Other,Normal companies
319,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Finance - Other,Normal companies
320,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,2025-03-31,,Submitted,FY24/25,['TEMIT NZ climate disclosures exemption notice 2025 signed.pdf'],1,0,Finance - Other,Normal companies
321,THE A2 MILK COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE A2 MILK COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,['a2 Milk Company 2025 Climate Statement.pdf'],1,0,Agriculture,Normal companies
322,THE A2 MILK COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE A2 MILK COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,['a2 Milk Company Climate Statement FY24.pdf'],1,0,Agriculture,Normal companies
323,THE BANKERS INVESTMENT TRUST PLC,31-10-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE BANKERS INVESTMENT TRUST PLC,2024-10-31,,Submitted,FY24/25,['NZ Climate letter 2024 AR.pdf'],1,0,Finance - Banks,Normal companies
324,THE BANKERS INVESTMENT TRUST PLC,31-10-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE BANKERS INVESTMENT TRUST PLC,2025-10-31,,Submitted,FY25/26,['NZ CRD Exemption Notice for 2025 AR.pdf'],1,0,Finance - Banks,Normal companies
325,THE COLONIAL MOTOR COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE COLONIAL MOTOR COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,['Climate Statement June 2024.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
326,THE COLONIAL MOTOR COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE COLONIAL MOTOR COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,"['CMC Climate Assurance Report FY25.pdf', 'CMC Climate Statement FY25 FINAL.pdf']",2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
327,THE CO-OPERATIVE BANK LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE CO-OPERATIVE BANK LIMITED,2024-03-31,,Submitted,FY23/24,['the-co-operative-bank_climate-report-2024-signed.pdf'],1,0,Finance - Banks,Normal companies
328,THE CO-OPERATIVE BANK LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,THE CO-OPERATIVE BANK LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Finance - Banks,Normal companies
329,THE CO-OPERATIVE BANK LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE CO-OPERATIVE BANK LIMITED,2025-03-31,,Submitted,FY24/25,['The Co-operative Climate Report 2025 - Final.pdf'],1,0,Finance - Banks,Normal companies
330,THE HOLLARD INSURANCE COMPANY PTY LTD,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE HOLLARD INSURANCE COMPANY PTY LTD,2024-06-30,,Submitted,FY23/24,['Hollard_NZ Climate statement.pdf'],1,0,Finance - Insurance,Normal companies
331,THE HOLLARD INSURANCE COMPANY PTY LTD,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE HOLLARD INSURANCE COMPANY PTY LTD,2025-06-30,,Submitted,FY24/25,['HNZ CRD Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
332,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2024-12-31,,Submitted,FY24/25,['Climate Exemption Notice Doc_7APR2025_Signed_Revised.pdf'],1,0,Finance - Banks,Normal companies
333,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2023-12-31,1.0,Submitted,FY23/24,"['HSBC NZ 2023 Climate Statement lodgement letter - signed.pdf', 'nzm-cs-dec-2023.pdf']",2,0,Finance - Banks,Normal companies
334,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2025-12-31,,Submitted,FY25/26,['HBAP Climate Statement exemption notice 2025 - signed.pdf'],1,0,Finance - Banks,Normal companies
335,THE WAREHOUSE GROUP LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE WAREHOUSE GROUP LIMITED,2025-07-31,,Submitted,FY25/26,['5. WHS FY25 Sustainability Report.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
336,THE WAREHOUSE GROUP LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE WAREHOUSE GROUP LIMITED,2024-07-31,,Submitted,FY24/25,['5. WHS FY24 Climate-related Disclosures Report.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
337,TOURISM HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TOURISM HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,['thl FY24 Climate Statements.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
338,TOURISM HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TOURISM HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,['FY25 Climate Statements.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
339,TOWER LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TOWER LIMITED,2024-09-30,,Submitted,FY24/25,['Tower Limited Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
340,TOWER LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,TOWER LIMITED,2024-09-30,,Not required to lodge,FY24/25,['Tower Limited Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
341,TOWER LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TOWER LIMITED,2025-09-30,,Submitted,FY25/26,['Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
342,TRANSPOWER NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TRANSPOWER NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,['Transpower Climate Statement 2024 FINAL.pdf'],1,0,Energy,Normal companies
343,TRANSPOWER NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TRANSPOWER NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,"['FY25 Greenhouse Gas Inventory Report.pdf', 'TP Climate Statement 2025 FINAL.pdf']",2,0,Energy,Normal companies
344,TSB BANK LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TSB BANK LIMITED,2024-03-31,,Submitted,FY23/24,['TSB Climate Statement FY24.pdf'],1,0,Finance - Banks,Normal companies
345,TSB BANK LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,TSB BANK LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Finance - Banks,Normal companies
346,TSB BANK LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TSB BANK LIMITED,2025-03-31,,Submitted,FY24/25,['TSB Climate Statement 2025.pdf'],1,0,Finance - Banks,Normal companies
347,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TURNERS AUTOMOTIVE GROUP LIMITED,2024-03-31,1.0,Submitted,FY23/24,['Turners 2024 Climate Related Disclosure.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
348,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,TURNERS AUTOMOTIVE GROUP LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
349,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TURNERS AUTOMOTIVE GROUP LIMITED,2025-03-31,,Submitted,FY24/25,"['TAG - notice to Registrar of Financial Service Providers re FY25 CRD.pdf', 'Turners 2025 Climate-related Disclosures.pdf']",2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
350,VECTOR LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VECTOR LIMITED,2024-06-30,,Submitted,FY23/24,['6 Vector FY24 Climate-related disclosures.pdf'],1,0,Infrastructure,Normal companies
351,VECTOR LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VECTOR LIMITED,2025-06-30,,Submitted,FY24/25,"[""Vector's Climate-Related Disclosures 2025.pdf"", ""Vector's Greenhouse Gas Emissions Inventory Report 2025.pdf""]",2,0,Infrastructure,Normal companies
352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,"['1. Ventia Assurance report FY24 (NZ CS SAE) with cover letter.pdf', '2. AR24 - 2024 Climate Related Disclosures extracted from AR24.pdf', '3. AR24 2024-Sustainability-Databook.pdf', '4. AR24 - 2024-Reporting-Criteria.pdf', 'Ventia 2024 Annual Report - NZ Companies Office lodgement.pdf']",5,0,Infrastructure,Normal companies
353,VENTIA SERVICES GROUP LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,VENTIA SERVICES GROUP LIMITED,2023-12-31,1.0,Submitted,FY23/24,['Ventia - 2023 Sustainability Report.pdf'],1,0,Infrastructure,Normal companies
354,VENTIA SERVICES GROUP LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VENTIA SERVICES GROUP LIMITED,2025-12-31,,Submitted,FY25/26,[],0,1,Infrastructure,Normal companies
